what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1303894192187
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303894204484
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303894242359
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303894254234
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303894271515
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303894274437
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1303894296531
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303894298421
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303894318000
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303894329250
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303894332812
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1303894346703
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303894348343
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303894359328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303894359421
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303894359531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1303894364062
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1303894364171
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1303894364265
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1303894375968
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1303894392609
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1303894394687
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1303894395265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1303894425562
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1303894429703
